날짜,대여 자전거 수,시간(시),온도(°C),습도(%),풍속(m/s),가시거리(10m),태양 복사 에너지(MJ/m²),강수여부,적설여부,계절,공휴일 여부
2018-11-19,1304,19,6.8,52,0.8,960,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-25,170,17,-10.9,32,4.0,2000,0.28,비 아님,눈,겨울,공휴일 아님
2018-05-14,1051,13,21.8,59,1.9,404,2.74,비 아님,눈 아님,봄,공휴일 아님
2018-04-05,95,10,7.1,87,2.9,2000,0.15,비 아님,눈 아님,봄,공휴일 아님
2018-01-09,320,9,-6.0,61,2.5,1547,0.13,비 아님,눈,겨울,공휴일 아님
2018-09-14,1996,19,25.3,60,1.2,2000,0.04,비 아님,눈 아님,가을,공휴일 아님
2018-03-04,436,18,11.5,81,1.5,1475,0.07,비 아님,눈 아님,봄,공휴일 아님
2018-11-28,798,9,3.0,30,1.3,1242,0.3,비 아님,눈 아님,가을,공휴일 아님
2018-01-03,342,9,-6.8,44,1.7,1858,0.16,비 아님,눈 아님,겨울,공휴일 아님
2018-07-05,1105,16,28.2,71,1.7,2000,0.96,비 아님,눈 아님,여름,공휴일 아님
2018-03-08,1091,18,5.9,68,3.4,543,0.38,비 아님,눈 아님,봄,공휴일 아님
2017-12-03,397,20,5.2,87,1.4,253,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-09-21,1550,16,21.5,78,1.2,2000,0.51,비 아님,눈 아님,가을,공휴일 아님
2018-08-18,1342,23,25.9,52,1.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-27,380,0,9.0,68,1.1,426,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-05,170,14,-6.4,24,4.6,1970,2.23,비 아님,눈 아님,겨울,공휴일 아님
2018-06-12,1573,7,17.1,77,1.5,1748,0.49,비 아님,눈 아님,여름,공휴일 아님
2018-07-05,1836,8,23.6,93,0.9,308,0.21,비 아님,눈 아님,여름,공휴일 아님
2018-09-22,810,9,19.7,78,1.3,740,1.17,비 아님,눈 아님,가을,공휴일 아님
2018-02-01,293,15,0.7,25,3.0,1987,1.12,비 아님,눈 아님,겨울,공휴일 아님
2018-06-20,3384,18,27.0,55,3.1,1246,1.26,비 아님,눈 아님,여름,공휴일 아님
2017-12-07,137,6,1.0,93,0.5,148,0.0,비 아님,눈,겨울,공휴일 아님
2018-03-27,864,20,13.9,72,2.4,385,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-30,1186,20,7.6,59,1.1,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-02-25,230,22,0.0,54,2.5,1929,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-07,389,7,14.2,81,0.3,1991,0.13,비 아님,눈 아님,봄,공휴일 아님
2018-11-08,17,10,10.8,94,1.8,578,0.15,비 아님,눈 아님,가을,공휴일 아님
2018-03-05,2,3,5.7,92,2.0,458,0.0,비,눈 아님,봄,공휴일 아님
2018-05-19,932,9,15.7,49,1.6,2000,2.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-13,1695,18,16.5,38,1.6,1246,0.14,비 아님,눈 아님,가을,공휴일 아님
2018-06-02,475,3,18.9,63,1.5,1007,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-25,262,7,10.8,72,0.9,2000,0.03,비 아님,눈 아님,가을,공휴일
2018-05-27,174,5,17.6,0,0.8,1304,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-05-12,34,16,13.8,97,0.7,196,0.12,비,눈 아님,봄,공휴일 아님
2018-01-05,443,19,-2.5,49,0.6,1436,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-23,720,7,28.3,55,1.1,2000,0.03,비 아님,눈 아님,여름,공휴일 아님
2018-07-17,786,14,31.8,49,3.5,1429,2.93,비 아님,눈 아님,여름,공휴일 아님
2018-10-30,182,3,1.7,59,0.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-05-18,454,10,16.3,97,1.0,693,0.37,비 아님,눈 아님,봄,공휴일 아님
2018-08-01,875,0,30.5,68,1.9,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-09,99,13,20.3,87,1.0,771,0.31,비,눈 아님,여름,공휴일 아님
2018-08-28,122,15,25.2,96,0.6,1754,0.51,비,눈 아님,여름,공휴일 아님
2018-09-11,3222,18,24.7,45,0.7,2000,0.3,비 아님,눈 아님,가을,공휴일 아님
2018-08-30,768,12,27.0,74,2.5,915,0.94,비 아님,눈 아님,여름,공휴일 아님
2017-12-16,66,6,-6.1,69,2.9,765,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-18,352,11,16.6,96,0.7,539,0.41,비 아님,눈 아님,봄,공휴일 아님
2018-01-29,195,16,-5.5,28,4.3,1926,0.78,비 아님,눈 아님,겨울,공휴일 아님
2018-06-16,1525,12,24.8,43,1.2,1943,3.27,비 아님,눈 아님,여름,공휴일 아님
2018-08-15,227,5,28.6,73,0.8,1808,0.0,비 아님,눈 아님,여름,공휴일
2018-04-30,246,2,14.1,62,1.2,502,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-13,70,3,-6.2,61,1.3,1992,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-09-14,936,10,23.3,65,1.4,1996,0.76,비 아님,눈 아님,가을,공휴일 아님
2018-07-13,301,5,24.8,84,1.4,1303,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-18,1196,15,31.7,30,1.9,1943,2.23,비 아님,눈 아님,여름,공휴일 아님
2018-02-14,559,18,5.1,34,2.3,1440,0.09,비 아님,눈 아님,겨울,공휴일 아님
2018-10-20,774,1,10.9,72,0.0,1966,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-05,170,1,-5.1,51,1.5,1550,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-23,901,16,12.2,24,2.8,1655,1.98,비 아님,눈 아님,봄,공휴일 아님
2018-01-19,341,13,4.7,26,2.6,1370,1.11,비 아님,눈 아님,겨울,공휴일 아님
2017-12-08,387,7,-6.5,57,0.8,1776,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-24,948,19,23.6,86,3.0,1275,0.04,비 아님,눈 아님,여름,공휴일 아님
2018-06-07,1442,16,29.3,41,2.0,905,1.95,비 아님,눈 아님,여름,공휴일 아님
2018-11-19,1019,21,5.8,44,2.2,1205,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-26,350,17,-3.6,20,3.7,2000,0.23,비 아님,눈 아님,겨울,공휴일 아님
2018-02-26,65,5,-2.5,73,0.8,1134,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-24,415,11,26.2,76,2.6,1995,0.88,비 아님,눈 아님,여름,공휴일 아님
2018-04-26,930,11,18.1,42,2.7,1112,2.17,비 아님,눈 아님,봄,공휴일 아님
2018-10-20,922,23,11.7,58,0.0,1567,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-04,311,10,-1.1,40,4.5,2000,0.64,비 아님,눈 아님,겨울,공휴일 아님
2018-01-04,159,0,-6.3,54,1.4,1990,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-10,1061,9,22.3,86,1.0,2000,0.42,비 아님,눈 아님,여름,공휴일 아님
2018-06-23,934,8,22.6,42,0.7,1887,0.62,비 아님,눈 아님,여름,공휴일 아님
2017-12-12,350,19,-8.2,43,1.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-14,783,2,25.3,85,1.7,1594,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-17,625,6,18.8,88,1.2,798,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-01,737,11,16.7,55,2.1,1182,1.37,비 아님,눈 아님,봄,공휴일 아님
2018-02-14,349,13,7.2,65,3.8,773,0.61,비 아님,눈 아님,겨울,공휴일 아님
2018-01-22,139,23,-4.2,79,2.9,554,0.0,비 아님,눈,겨울,공휴일 아님
2018-05-28,1247,23,20.9,53,1.6,1712,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-11-14,362,6,5.1,76,1.1,1195,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-08-31,861,0,23.9,75,1.7,1192,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-10,768,10,22.6,85,0.9,1996,0.38,비 아님,눈 아님,여름,공휴일 아님
2018-03-21,147,2,1.4,40,2.9,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-16,2435,21,23.7,64,1.7,1707,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-07,194,1,2.8,46,2.0,1709,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-15,2328,8,18.7,71,1.1,1992,0.61,비 아님,눈 아님,여름,공휴일 아님
2018-05-12,16,9,11.8,95,1.0,168,0.14,비,눈 아님,봄,공휴일 아님
2018-11-25,777,14,9.2,52,1.3,765,1.01,비 아님,눈,가을,공휴일 아님
2018-08-17,375,3,22.4,52,1.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-26,1175,7,27.7,75,1.2,1103,0.1,비 아님,눈 아님,여름,공휴일 아님
2018-03-11,1154,14,11.6,20,2.7,1647,2.69,비 아님,눈 아님,봄,공휴일 아님
2018-04-29,425,2,10.9,56,1.2,1460,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-02,343,11,0.1,30,1.8,1640,2.19,비 아님,눈 아님,봄,공휴일 아님
2018-03-19,592,8,7.3,84,2.2,813,0.05,비 아님,눈 아님,봄,공휴일 아님
2018-08-14,1165,23,30.3,65,0.4,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-21,184,6,12.3,67,0.5,483,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-02,342,6,17.7,68,1.3,842,0.05,비 아님,눈 아님,여름,공휴일 아님
2018-06-17,1819,22,22.2,70,0.5,1056,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-20,719,17,4.9,43,4.3,2000,0.42,비 아님,눈 아님,봄,공휴일 아님
2018-08-04,953,0,30.0,61,1.7,1794,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-12,406,10,6.6,40,1.0,1061,0.65,비 아님,눈 아님,봄,공휴일 아님
2018-08-24,62,3,24.8,87,2.2,1286,0.0,비,눈 아님,여름,공휴일 아님
2018-10-31,1907,8,3.7,67,1.8,1987,0.15,비 아님,눈 아님,가을,공휴일 아님
2018-10-31,996,9,5.1,56,1.8,1825,0.89,비 아님,눈 아님,가을,공휴일 아님
2018-04-28,2043,17,20.1,29,3.3,1840,1.78,비 아님,눈 아님,봄,공휴일 아님
2018-11-22,678,13,6.5,26,2.4,1974,1.84,비 아님,눈 아님,가을,공휴일 아님
2018-11-28,842,20,4.8,29,0.6,1756,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-22,320,13,5.4,55,1.2,820,0.66,비 아님,눈 아님,겨울,공휴일
2018-06-03,2514,19,27.4,29,2.4,2000,0.5,비 아님,눈 아님,여름,공휴일 아님
2018-06-26,53,8,20.8,94,1.0,159,0.05,비,눈 아님,여름,공휴일 아님
2018-01-28,81,23,-8.7,42,2.1,1981,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-09-21,122,2,19.1,78,1.3,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-06,379,7,-4.2,77,0.0,1741,0.0,비 아님,눈,겨울,공휴일 아님
2018-04-25,2807,18,21.2,32,3.8,1927,0.94,비 아님,눈 아님,봄,공휴일 아님
2018-09-07,1915,21,20.6,48,2.1,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-12,603,14,14.9,34,2.8,403,2.22,비 아님,눈 아님,봄,공휴일 아님
2018-05-07,1717,21,19.6,64,1.5,1297,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-14,1587,22,30.9,63,0.7,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-06,1935,21,22.1,72,2.5,923,0.0,비 아님,눈 아님,여름,공휴일
2018-11-22,1101,17,4.9,41,3.3,1985,0.25,비 아님,눈 아님,가을,공휴일 아님
2018-01-31,137,9,-3.3,77,1.2,916,0.1,비 아님,눈,겨울,공휴일 아님
2018-06-29,883,7,22.0,97,0.9,269,0.03,비 아님,눈 아님,여름,공휴일 아님
2018-04-29,485,8,12.2,50,0.8,1412,0.84,비 아님,눈 아님,봄,공휴일 아님
2018-05-16,240,15,22.0,96,2.9,313,0.2,비 아님,눈 아님,봄,공휴일 아님
2017-12-03,227,1,3.9,69,1.7,485,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-31,297,3,23.3,81,1.7,1068,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-06,169,23,-3.2,50,0.8,1429,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-11-04,141,6,6.2,73,0.3,1018,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-22,301,12,4.5,56,0.8,836,0.71,비 아님,눈 아님,겨울,공휴일
2018-04-13,525,0,11.4,22,1.5,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-04-02,1503,21,17.9,64,2.1,1652,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-29,450,8,-11.5,38,1.0,1998,0.01,비 아님,눈 아님,겨울,공휴일 아님
2017-12-06,205,19,1.2,92,0.7,180,0.0,비 아님,눈,겨울,공휴일 아님
2018-02-19,50,4,-1.9,44,0.7,1907,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-10,241,2,1.6,79,0.9,685,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-04-14,20,5,9.5,76,0.8,1962,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-05,435,16,-0.5,30,0.0,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-16,700,10,12.4,34,1.2,1943,2.24,비 아님,눈 아님,봄,공휴일 아님
2018-07-12,938,0,26.7,79,0.9,1590,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-22,1688,20,33.3,50,2.3,1706,0.1,비 아님,눈 아님,여름,공휴일 아님
2018-10-28,962,14,12.4,72,1.9,1860,1.06,비 아님,눈 아님,가을,공휴일 아님
2018-04-17,1007,13,19.1,26,2.5,1134,3.16,비 아님,눈 아님,봄,공휴일 아님
2018-06-09,1247,0,19.7,83,1.5,390,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-08,1096,10,22.2,43,0.9,1891,2.09,비 아님,눈 아님,가을,공휴일 아님
2018-06-05,742,1,20.0,67,0.7,1426,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-30,80,2,24.7,96,1.0,337,0.0,비,눈 아님,여름,공휴일 아님
2018-10-11,857,23,8.4,60,1.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-04,481,8,5.7,78,1.1,714,0.09,비 아님,눈 아님,가을,공휴일 아님
2018-09-23,1287,20,20.2,48,3.3,2000,0.0,비 아님,눈 아님,가을,공휴일
2017-12-19,276,19,-4.5,51,2.0,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-05-06,10,11,15.5,97,0.8,459,0.4,비,눈 아님,봄,공휴일 아님
2018-09-24,1099,14,21.3,30,4.3,2000,2.78,비 아님,눈 아님,가을,공휴일
2018-09-13,1436,16,28.2,48,1.4,1995,1.7,비 아님,눈 아님,가을,공휴일 아님
2018-03-26,62,3,5.5,96,1.6,72,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-28,225,10,-3.4,33,1.3,1863,0.33,비 아님,눈 아님,겨울,공휴일 아님
2018-07-20,267,4,25.1,83,0.0,1253,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-11,181,15,-8.3,42,3.8,1745,0.93,비 아님,눈 아님,겨울,공휴일 아님
2017-12-17,31,5,-9.7,41,3.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-22,18,23,11.3,94,1.6,368,0.0,비,눈 아님,봄,공휴일 아님
2018-01-31,160,12,-1.0,35,2.7,1921,0.64,비 아님,눈,겨울,공휴일 아님
2018-03-04,70,8,8.3,97,0.6,152,0.01,비 아님,눈 아님,봄,공휴일 아님
2018-11-01,1094,15,14.8,30,2.7,1990,1.71,비 아님,눈 아님,가을,공휴일 아님
2018-10-08,503,6,9.5,68,0.9,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-05-15,832,10,22.7,37,0.9,879,2.18,비 아님,눈 아님,봄,공휴일 아님
2018-04-03,1470,20,17.3,80,2.4,927,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-04-22,410,2,15.4,41,0.5,1319,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-23,145,21,-13.2,49,4.1,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-10-26,18,13,12.6,87,2.3,539,0.13,비,눈 아님,가을,공휴일 아님
2018-03-30,1460,17,19.4,45,2.9,778,1.13,비 아님,눈 아님,봄,공휴일 아님
2018-05-25,1740,21,19.1,50,1.4,1378,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-16,923,15,11.9,32,1.9,1976,2.62,비 아님,눈 아님,봄,공휴일 아님
2018-10-11,792,10,10.2,44,2.3,1986,1.8,비 아님,눈 아님,가을,공휴일 아님
2018-02-18,183,11,0.0,20,0.8,1975,1.05,비 아님,눈 아님,겨울,공휴일 아님
2018-08-11,691,2,28.5,68,1.1,1839,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-16,190,8,-7.3,62,2.6,1112,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-17,227,23,2.7,74,0.8,291,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-10-13,1179,11,15.2,44,1.2,1301,2.16,비 아님,눈 아님,가을,공휴일 아님
2018-06-11,1240,15,22.2,60,1.3,1907,0.34,비 아님,눈 아님,여름,공휴일 아님
2018-11-07,410,1,11.9,76,1.4,286,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-28,275,2,4.1,34,1.3,928,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-15,701,10,28.5,66,1.7,1319,1.83,비 아님,눈 아님,여름,공휴일 아님
2018-05-25,1996,8,17.1,57,1.7,792,1.21,비 아님,눈 아님,봄,공휴일 아님
2018-08-18,1806,17,29.9,39,2.9,2000,0.86,비 아님,눈 아님,여름,공휴일 아님
2018-10-10,152,5,13.6,89,2.7,990,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-08,158,6,-6.0,56,3.5,1853,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-18,52,7,-4.6,31,1.2,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-15,444,19,4.4,53,1.2,538,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-01,475,14,38.7,38,2.4,1943,3.12,비 아님,눈 아님,여름,공휴일 아님
2018-04-23,81,0,10.7,94,2.6,477,0.0,비,눈 아님,봄,공휴일 아님
2018-02-03,123,2,-3.4,82,4.2,184,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-06,504,12,8.5,34,1.9,1876,2.55,비 아님,눈 아님,봄,공휴일 아님
2018-10-22,1104,9,11.9,50,1.1,1529,0.75,비 아님,눈 아님,가을,공휴일 아님
2018-01-26,171,19,-13.2,33,2.4,1863,0.0,비 아님,눈,겨울,공휴일 아님
2018-06-24,2290,19,27.8,41,2.7,1990,0.45,비 아님,눈 아님,여름,공휴일 아님
2018-07-02,26,0,21.4,97,0.6,680,0.0,비,눈 아님,여름,공휴일 아님
2017-12-29,636,8,1.0,68,0.6,624,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-19,1993,8,25.5,65,0.9,833,1.1,비 아님,눈 아님,여름,공휴일 아님
2018-05-03,911,16,12.8,53,3.3,2000,0.76,비 아님,눈 아님,봄,공휴일 아님
2018-02-08,39,5,-9.0,56,0.4,1678,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-22,64,4,-0.3,76,0.9,760,0.0,비 아님,눈,겨울,공휴일
2017-12-07,389,22,-2.7,48,2.6,1844,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-10,1293,17,36.3,40,2.7,2000,1.93,비 아님,눈 아님,여름,공휴일 아님
2018-01-11,172,22,-12.9,52,2.8,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-14,254,5,27.9,71,0.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-10-05,17,14,17.2,95,1.6,553,0.48,비,눈 아님,가을,공휴일 아님
2018-04-26,1123,14,21.6,28,3.1,1414,2.84,비 아님,눈 아님,봄,공휴일 아님
2018-08-10,1728,8,27.2,69,1.8,1999,0.7,비 아님,눈 아님,여름,공휴일 아님
2018-11-22,443,0,3.1,42,3.4,1995,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-16,976,16,11.6,31,1.4,1999,2.11,비 아님,눈 아님,봄,공휴일 아님
2018-01-16,212,0,1.8,67,1.2,387,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-13,993,11,16.4,78,1.6,1209,1.37,비 아님,눈 아님,봄,공휴일 아님
2018-07-15,613,8,26.2,75,0.9,1560,0.77,비 아님,눈 아님,여름,공휴일 아님
2018-02-12,103,0,-7.7,52,3.2,1982,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-09,285,3,21.9,63,1.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-01,926,12,18.0,53,3.1,1350,1.53,비 아님,눈 아님,봄,공휴일 아님
2018-10-13,853,9,10.0,56,1.0,1761,1.03,비 아님,눈 아님,가을,공휴일 아님
2017-12-07,754,8,-0.2,96,0.8,173,0.01,비 아님,눈,겨울,공휴일 아님
2018-05-14,2236,19,22.7,56,1.8,598,0.31,비 아님,눈 아님,봄,공휴일 아님
2018-10-11,1284,16,13.8,36,2.9,2000,0.98,비 아님,눈 아님,가을,공휴일 아님
2018-03-17,384,8,1.3,57,1.0,1974,0.32,비 아님,눈 아님,봄,공휴일 아님
2018-03-26,504,13,16.0,47,2.5,459,2.8,비 아님,눈 아님,봄,공휴일 아님
2018-06-03,831,9,22.7,39,0.7,1880,1.91,비 아님,눈 아님,여름,공휴일 아님
2018-04-28,905,23,12.3,51,1.0,1648,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-05-06,74,2,17.3,82,2.1,768,0.0,비,눈 아님,봄,공휴일 아님
2018-06-19,1224,12,25.8,48,1.5,1487,2.31,비 아님,눈 아님,여름,공휴일 아님
2018-08-27,231,14,23.3,89,1.5,1435,1.23,비,눈 아님,여름,공휴일 아님
2018-06-23,1589,15,28.4,43,3.1,1337,2.65,비 아님,눈 아님,여름,공휴일 아님
2018-02-14,218,22,0.3,33,4.0,1436,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-22,277,6,15.5,0,0.5,1691,0.06,비 아님,눈 아님,봄,공휴일
2018-10-12,2618,18,14.3,46,1.3,2000,0.16,비 아님,눈 아님,가을,공휴일 아님
2018-09-12,949,0,20.2,54,1.2,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-08-11,672,9,29.7,58,1.3,1955,1.68,비 아님,눈 아님,여름,공휴일 아님
2018-09-10,3298,18,25.9,42,1.1,2000,0.48,비 아님,눈 아님,가을,공휴일 아님
2017-12-13,271,21,-8.3,39,1.0,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-09,217,10,21.1,73,1.2,1957,0.4,비 아님,눈 아님,여름,공휴일 아님
2018-04-30,1044,23,17.9,79,0.4,323,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-05-01,1400,22,19.9,75,0.8,516,0.0,비 아님,눈 아님,봄,공휴일
2018-11-30,1384,18,4.7,34,1.9,1661,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-24,2318,18,14.1,43,1.6,2000,0.36,비 아님,눈 아님,봄,공휴일 아님
2017-12-09,431,13,3.9,36,2.0,1702,1.13,비 아님,눈 아님,겨울,공휴일 아님
2018-01-17,272,7,2.5,71,0.9,289,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-25,784,13,14.6,38,1.9,315,2.75,비 아님,눈 아님,봄,공휴일 아님
2018-05-01,1493,13,23.0,63,3.1,494,1.92,비 아님,눈 아님,봄,공휴일
2017-12-13,392,17,-5.6,29,1.7,2000,0.18,비 아님,눈 아님,겨울,공휴일 아님
2018-02-16,77,1,-3.6,35,2.0,1943,0.0,비 아님,눈 아님,겨울,공휴일
2018-06-13,2479,18,23.4,63,3.6,1245,0.5,비 아님,눈 아님,여름,공휴일 아님
2018-02-21,356,20,-1.1,43,1.5,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-16,401,0,8.3,59,2.1,1912,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-27,618,14,19.4,45,2.0,624,2.05,비 아님,눈 아님,봄,공휴일 아님
2018-11-22,603,10,2.9,22,2.0,1989,1.18,비 아님,눈 아님,가을,공휴일 아님
2018-04-09,869,13,12.4,32,1.7,1441,3.06,비 아님,눈 아님,봄,공휴일 아님
2018-05-21,165,3,13.0,0,0.8,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-21,460,19,-0.1,39,2.8,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-04,1387,20,30.2,66,2.8,2000,0.02,비 아님,눈 아님,여름,공휴일 아님
2017-12-16,142,23,-8.0,41,2.2,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-22,192,4,14.9,35,0.8,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-22,1532,14,25.2,28,4.4,2000,2.76,비 아님,눈 아님,가을,공휴일 아님
2018-03-24,1025,15,12.4,58,4.1,404,2.26,비 아님,눈 아님,봄,공휴일 아님
2018-06-10,2367,18,24.1,53,1.3,2000,0.48,비 아님,눈 아님,여름,공휴일 아님
2018-06-08,2140,22,20.5,78,0.9,550,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-06,215,4,21.6,87,0.4,951,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-01,1076,12,28.2,34,2.6,1867,3.26,비 아님,눈 아님,여름,공휴일 아님
2018-05-11,1496,16,19.1,54,3.2,542,0.94,비 아님,눈 아님,봄,공휴일 아님
2018-09-07,1187,14,25.2,43,3.2,1981,2.59,비 아님,눈 아님,가을,공휴일 아님
2018-05-30,167,4,18.3,84,0.9,409,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-11,241,13,-5.4,32,5.1,1986,1.24,비 아님,눈 아님,겨울,공휴일 아님
2018-11-14,327,2,6.2,59,0.6,1584,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-08,2351,18,26.7,48,1.0,2000,0.53,비 아님,눈 아님,여름,공휴일 아님
2017-12-12,258,14,-5.4,32,2.0,1930,1.12,비 아님,눈 아님,겨울,공휴일 아님
2018-04-16,1052,12,15.5,33,2.5,1893,3.1,비 아님,눈 아님,봄,공휴일 아님
2018-03-14,1371,8,14.2,67,0.9,1812,0.06,비 아님,눈 아님,봄,공휴일 아님
2017-12-13,183,1,-10.2,52,1.6,1997,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-02,1490,23,20.6,52,0.5,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-08,141,3,2.0,50,2.0,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-01,622,6,27.8,73,0.9,1971,0.01,비 아님,눈 아님,여름,공휴일 아님
2018-10-01,1057,23,13.4,69,3.7,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-09-29,1892,14,26.2,33,1.8,2000,2.62,비 아님,눈 아님,가을,공휴일 아님
2018-11-16,262,3,7.4,63,0.6,699,0.0,비 아님,눈 아님,가을,공휴일 아님
