Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
CHICAGO O'HARE INTL ARPT,A-320,,2000-08-16,UNITED AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,190.0
MEMPHIS INTL,DC-10,,2002-05-07,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1992-05-02,AMERICAN AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
ORLANDO INTL,B-737-200,,2000-03-30,US AIRWAYS*,Florida,Climb,Medium,Unknown bird - medium,Night,0,0,0,
INDIANAPOLIS INTL,B-737-300,,1991-03-05,US AIRWAYS*,Indiana,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,135.0
LOUISVILLE INTL ARPT,MD-88,,1996-09-14,DELTA AIR LINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,128.0
SALT LAKE CITY INTL,B-727,,1997-07-10,ASTAR AIR CARGO,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,
MINETA SAN JOSE INTL,B-737-300,,1995-11-02,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,100.0
GEORGE BUSH INTERCONTINENTAL,B-727,,1993-10-13,CONTINENTAL AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PORT COLUMBUS INTL,B-737-300,,1994-04-11,AMERICA WEST AIRLINES,Ohio,Approach,Small,Eastern meadowlark,Day,0,0,0,130.0
NEWARK LIBERTY INTL ARPT,EMB-145,,2000-10-08,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,131.0
CHICAGO O'HARE INTL ARPT,B-737-800,,2000-07-06,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,145.0
SAN FRANCISCO INTL ARPT,B-737-300,,1997-03-29,UNITED AIRLINES,California,Landing Roll,Large,Canada goose,Day,0,0,0,120.0
PORTLAND INTL (OR),DHC8 DASH 8,,1995-05-09,HORIZON AIR,Oregon,Climb,Small,European starling,Dusk,0,0,0,
MEMPHIS INTL,C-141B,,1996-03-21,MILITARY,Tennessee,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,15.0
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,,1994-03-09,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
CHICAGO O'HARE INTL ARPT,MD-80,,1995-11-09,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Dusk,0,0,0,170.0
ATLANTA INTL,B-737-300,,2002-03-15,US AIRWAYS*,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
ATLANTA INTL,MD-88,,1998-08-22,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
SAN FRANCISCO INTL ARPT,B-737-300,,1996-08-01,UNITED AIRLINES,California,Take-off run,Small,Rock pigeon,Day,0,0,0,120.0
LOGAN INTL,B-757-200,Substantial,1997-10-13,DELTA AIR LINES,Massachusetts,Take-off run,Large,Great blue heron,Dawn,0,0,0,
KANSAS CITY INTL,MD-80,,1999-10-12,AMERICAN AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
NEWARK LIBERTY INTL ARPT,MD-11,,1997-10-17,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
NEW ORLEANS INTL,B-737-300,,1996-07-22,SOUTHWEST AIRLINES,Louisiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-300,Minor,2001-10-25,DELTA AIR LINES,Missouri,Descent,Small,Unknown bird - small,Night,0,0,0,240.0
LIHUE ARPT,DC-9-50,,1992-05-30,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,95.0
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,,1997-10-05,ATLANTIC COAST AIRLINES,DC,Descent,Small,Unknown bird - small,Night,0,0,0,230.0
AUSTIN-BERGSTROM INTL,MD-83,,1999-06-16,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
TETERBORO AIRPORT,C-560,,2001-08-02,BUSINESS,New Jersey,Landing Roll,Small,Rock pigeon,Dusk,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-300,,1998-10-18,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
NEWARK LIBERTY INTL ARPT,A-310,,1995-10-26,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
DALLAS/FORT WORTH INTL ARPT,MU2,,1995-04-02,BUSINESS,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-300,,1996-10-30,SOUTHWEST AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
SAN ANTONIO INTL,B-727-200,,1992-10-08,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,280.0
MINETA SAN JOSE INTL,B-767,Minor,1990-07-08,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
AUSTIN-BERGSTROM INTL,B-717-200,,2001-09-16,TRANS WORLD AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,200.0
NASHVILLE INTL,B-737-300,,2001-06-22,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,American crow,Day,0,0,0,115.0
MINETA SAN JOSE INTL,MD-82,,2000-12-02,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1993-10-21,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,190.0
SALT LAKE CITY INTL,B-727,,1998-08-22,ASTAR AIR CARGO,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,
HONOLULU INTL ARPT,DC-10-30,,1998-10-07,AMERICAN AIRLINES,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,120.0
DALLAS/FORT WORTH INTL ARPT,B-737-200,,2000-12-25,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,126.0
CHARLESTON AFB/INTL ARPT,C-141,,1992-11-12,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,120.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1999-06-18,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
BARKSDALE AIR FORCE BASE ARPT,A-10A,,2001-06-20,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,145.0
ATLANTIC CITY INTL,C-137C,C,1990-09-26,MILITARY,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,23656,23656,150.0
CLEVELAND-HOPKINS INTL ARPT,B-737,,1994-09-17,CONTINENTAL AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,,1992-09-07,DELTA AIR LINES,Kentucky,Take-off run,Small,Mourning dove,Day,1091,0,1091,120.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1993-05-07,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100.0
AUSTIN-BERGSTROM INTL,MD-80,,1995-05-13,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
ATLANTA INTL,DC-9,,2000-03-05,AIRTRAN AIRWAYS,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,160.0
CHICAGO O'HARE INTL ARPT,B-737-500,,1997-09-20,UNITED AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-737,,1993-11-22,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
NASHVILLE INTL,EMB-145,,2002-01-13,EXPRESSJET (CONTINENTAL EXPRS),Tennessee,Climb,Small,European starling,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1993-04-22,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
MINETA SAN JOSE INTL,B-737-300,,2001-10-29,SOUTHWEST AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,30.0
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1994-04-01,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0
LAMBERT-ST LOUIS INTL,B-737-300,,2002-05-22,SOUTHWEST AIRLINES,Missouri,Climb,Small,Unknown bird - small,Night,0,0,0,210.0
MINNEAPOLIS-ST PAUL INTL,A-300,,1998-04-03,FEDEX EXPRESS,Minnesota,Descent,Small,Unknown bird - small,Night,0,0,0,
BALTIMORE WASH INTL,B-757-200,,2000-10-02,AMERICA WEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,
LOS ANGELES INTL,SAAB-340,,1999-07-07,AMERICAN EAGLE AIRLINES,California,Approach,Small,American kestrel,Day,0,0,0,123.0
NEW ORLEANS INTL,B-737-300,,1999-03-29,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
BALTIMORE WASH INTL,B-737-700,,2000-08-05,SOUTHWEST AIRLINES,Maryland,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
CHARLESTON AFB/INTL ARPT,C-17A,,2001-09-28,MILITARY,South Carolina,Taxi,Small,Mourning dove,Day,0,0,0,7.0
SAN ANTONIO INTL,MD-82,,1996-10-09,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,120.0
NASHVILLE INTL,B-727-200,,1995-07-10,DELTA AIR LINES,Tennessee,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,100.0
SAN ANTONIO INTL,MD-88,,1993-10-08,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,110.0
JOHN F KENNEDY INTL,B-757-200,,1995-03-13,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1999-09-09,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,160.0
DENVER INTL AIRPORT,B-737-300,,2001-11-04,UNITED AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,
SACRAMENTO INTL,B-737-300,Minor,1995-10-02,DELTA AIR LINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,170.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1992-07-17,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140.0
LOUISVILLE INTL ARPT,DC-9-30,,1994-07-16,US AIRWAYS*,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0
INDIANAPOLIS INTL,SAAB-340,Substantial,1995-07-06,CHAUTAUQUA AIRLINES,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-757-200,,1993-08-15,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,B-737-200,,1995-04-04,US AIRWAYS*,Pennsylvania,Climb,Small,American kestrel,Day,0,0,0,140.0
PHILADELPHIA INTL,B-737-300,,1995-05-03,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,145.0
AUSTIN-BERGSTROM INTL,MD-88,,1992-07-14,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
LOGAN INTL,DC-10-10,,1992-07-01,AMERICAN AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,137.0
RONALD REAGAN WASHINGTON NATL,ATR-42,,1991-12-05,AMERICAN EAGLE AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
EPPLEY AIRFIELD,B-737-300,,1999-12-15,SOUTHWEST AIRLINES,Nebraska,Approach,Large,Unknown bird - large,Night,0,0,0,200.0
AUSTIN-BERGSTROM INTL,B-737-200,,1999-06-18,DELTA AIR LINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1996-06-26,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130.0
GREATER PITTSBURGH,B-737-200,,1998-09-29,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,200.0
PHOENIX SKY HARBOR,B-727,,1990-08-12,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0
LOGAN INTL,A-319,,2000-04-30,AIR CANADA,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
DENVER INTL AIRPORT,BE-1900,,2000-06-12,GREAT LAKES AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-09-18,AMERICAN AIRLINES,Texas,Landing Roll,Small,Barn owl,Night,0,0,0,
ATLANTA INTL,B-767-300,,2001-09-16,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,137.0
NEWARK LIBERTY INTL ARPT,A-300,,1996-09-13,AMERICAN AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
AUSTIN-BERGSTROM INTL,MD-82,,2001-08-30,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
NASHVILLE INTL,B-737-300,Substantial,1997-08-31,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,65.0
LOUISVILLE INTL ARPT,B-737,,1996-08-31,CONTINENTAL AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
DALLAS/FORT WORTH INTL ARPT,B-767,,1994-11-14,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1997-07-07,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
BALTIMORE WASH INTL,A-319,,2000-02-12,US AIRWAYS*,Maryland,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
PHOENIX SKY HARBOR,MD-80,,1995-04-12,AMERICAN AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
SAN FRANCISCO INTL ARPT,B-727,,1993-04-06,FEDEX EXPRESS,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
TETERBORO AIRPORT,LEARJET-35,Substantial,1996-09-04,BUSINESS,New Jersey,Take-off run,Large,Unknown bird - large,Night,11405,167059,178464,120.0
PORTLAND INTL (OR),B-737-300,,1998-10-07,UNITED AIRLINES,Oregon,Landing Roll,Medium,Red-tailed hawk,Night,0,0,0,
PHILADELPHIA INTL,B-737-300,,1994-08-12,US AIRWAYS*,Pennsylvania,Climb,Small,American robin,Day,0,0,0,155.0
DALLAS/FORT WORTH INTL ARPT,EMB-145,Medium,1999-10-08,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
PORT COLUMBUS INTL,MD-82,,1991-09-16,AMERICAN AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1991-10-02,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
SAN FRANCISCO INTL ARPT,B-737-500,,1999-10-04,UNITED AIRLINES,California,Approach,Small,Barn owl,Night,0,0,0,125.0
LAGUARDIA NY,A-320,,1998-07-02,AIR CANADA,New York,Approach,Small,Rock pigeon,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-737-300,,1994-11-21,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150.0
SAN FRANCISCO INTL ARPT,DC-10,,1992-12-28,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,,2000-03-20,DELTA AIR LINES,Kentucky,Climb,Small,Killdeer,Day,0,0,0,155.0
MEMPHIS INTL,B-727-200,,2001-10-30,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1997-10-08,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,
MINETA SAN JOSE INTL,B-757-200,,1992-10-31,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,80.0
MEMPHIS INTL,A-300,,2002-07-09,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,
SACRAMENTO INTL,MD-80,,1992-02-17,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,133.0
ATLANTA INTL,B-767-300,,1997-11-17,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
HOUSTON-HOBBY,B-737-500,,1993-05-24,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,200.0
GREATER PITTSBURGH,B-757-200,,1995-04-11,DELTA AIR LINES,Pennsylvania,Descent,Large,Unknown bird - large,Night,0,0,0,250.0
HOUSTON-HOBBY,B-737-200,,1996-04-03,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0
CHICAGO O'HARE INTL ARPT,MD-11,,2001-11-11,FEDEX EXPRESS,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
CLEVELAND-HOPKINS INTL ARPT,MD-88,,1999-03-14,DELTA AIR LINES,Ohio,Approach,Medium,American crow,Day,0,0,0,133.0
HONOLULU INTL ARPT,C-141,,1996-10-11,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,128.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,,2000-07-02,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,130.0
LOGAN INTL,DC-10-30,,1999-09-28,FEDEX EXPRESS,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Substantial,1996-12-02,ATLANTIC COAST AIRLINES,DC,Take-off run,Small,European starling,Day,0,0,0,100.0
LAGUARDIA NY,L-1011,,1996-06-06,DELTA AIR LINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
PHILADELPHIA INTL,LEARJET-35,,2002-06-09,BUSINESS,Pennsylvania,Approach,Medium,Red-tailed hawk,Day,0,0,0,170.0
AUSTIN-BERGSTROM INTL,MD-80,,1993-03-10,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,145.0
LAMBERT-ST LOUIS INTL,DC-9-30,Minor,2001-10-23,NORTHWEST AIRLINES,Missouri,Climb,Large,Canada goose,Day,0,0,0,210.0
LOUISVILLE INTL ARPT,EMB-145,,2001-06-24,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Take-off run,Small,Killdeer,Day,0,0,0,130.0
PORTLAND INTL (OR),MD-80,Minor,1991-05-19,AMERICAN AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
HONOLULU INTL ARPT,DC-10-10,,1991-11-15,AMERICAN AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,140.0
KANSAS CITY INTL,B-737-200,,1998-10-05,DELTA AIR LINES,Missouri,Landing Roll,Small,European starling,Day,0,0,0,
HOUSTON-HOBBY,ATR-72,,1998-08-06,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,240.0
EPPLEY AIRFIELD,BE-200 KING,Substantial,1994-11-08,BUSINESS,Nebraska,Descent,Large,Unknown bird - large,Day,0,25046,25046,200.0
SEATTLE-TACOMA INTL,DHC8 DASH 8,,2002-06-24,HORIZON AIR,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,
LAMBERT-ST LOUIS INTL,DC-9-30,Minor,2001-02-02,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,130.0
MEMPHIS INTL,A-300,,2002-05-02,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,
LOS ANGELES INTL,B-727,,1998-07-08,DELTA AIR LINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
LIHUE ARPT,B-737-200,,1997-10-14,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-700,,2000-04-15,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
CHICAGO MIDWAY INTL ARPT,B-737-200,,1999-07-20,SOUTHWEST AIRLINES,Illinois,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120.0
MEMPHIS INTL,DC-10,,1998-10-13,FEDEX EXPRESS,Tennessee,Take-off run,Small,American robin,Day,0,0,0,130.0
SACRAMENTO INTL,MD-80,,1994-12-14,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0
LOUISVILLE INTL ARPT,MD-80,,2001-07-10,DELTA AIR LINES,Kentucky,Climb,Medium,American crow,Dawn,0,0,0,150.0
AUSTIN-BERGSTROM INTL,FOKKER F100,,1997-10-23,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
GEORGE BUSH INTERCONTINENTAL,BE-1900,,1996-12-18,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
PHOENIX SKY HARBOR,DC-8-61,,1997-03-21,ABX AIR,Arizona,Climb,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,2001-09-01,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,210.0
CHARLESTON AFB/INTL ARPT,C-141B,,1993-08-18,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,100.0
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,,1994-10-01,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,2001-08-16,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
HONOLULU INTL ARPT,B-717-200,,2002-01-14,HAWAIIAN AIR,Hawaii,Approach,Small,Pacific golden-plover,Dusk,0,0,0,130.0
EPPLEY AIRFIELD,B-737,,1995-07-23,UNITED AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
MINNEAPOLIS-ST PAUL INTL,FOKKER F100,,2000-08-27,AMERICAN AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
NASHVILLE INTL,B-737-200,,2001-05-06,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
NASHVILLE INTL,B-727-200,,1993-10-28,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,131.0
DALLAS/FORT WORTH INTL ARPT,SAAB-340,Medium,1999-11-26,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
LIHUE ARPT,B-737-200,,1991-08-12,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,110.0
CHARLESTON AFB/INTL ARPT,C-141B,,1993-07-11,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,190.0
PHOENIX SKY HARBOR,MD-80,,1997-10-16,AMERICAN AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
DENVER INTL AIRPORT,B-737-800,,2001-07-11,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0
HOUSTON-HOBBY,B-737-300,,2002-05-19,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150.0
CLEVELAND-HOPKINS INTL ARPT,B-727-100,,1991-10-08,AMERICAN AIRLINES,Ohio,Landing Roll,Medium,American crow,Day,0,0,0,105.0
GEORGE BUSH INTERCONTINENTAL,EMB-120,,1990-12-24,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Night,0,0,0,230.0
PHILADELPHIA INTL,B-737-300,,2001-08-05,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
CHARLESTON AFB/INTL ARPT,BE-90  KING,Minor,1993-12-17,BUSINESS,South Carolina,Approach,Large,Turkey vulture,Day,32143,48215,80358,180.0
DALLAS/FORT WORTH INTL ARPT,B-757-200,Minor,2000-12-09,UPS AIRLINES,Texas,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,
LOS ANGELES INTL,B-737-700,,2002-04-20,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,135.0
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,2000-09-12,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
NASHVILLE INTL,CL-RJ100/200,,2000-05-27,AIR CANADA,Tennessee,Take-off run,Large,Coyote,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,T-37B,,1994-02-08,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,180.0
JOHN F KENNEDY INTL,A-300,,2001-06-22,AMERICAN AIRLINES,New York,Take-off run,Small,Laughing gull,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-8,,1999-09-02,ASTAR AIR CARGO,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SEATTLE-TACOMA INTL,B-737-400,Minor,1998-08-26,ALASKA AIRLINES,Washington,Approach,Small,Rock pigeon,Day,0,0,0,
GREATER PITTSBURGH,B-737-300,,2001-09-17,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
LOS ANGELES INTL,B-737-700,,2000-06-14,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
AUSTIN-BERGSTROM INTL,B-737-500,,1997-08-27,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0
DALLAS/FORT WORTH INTL ARPT,B-727,,1990-10-21,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
MEMPHIS INTL,B-727-200,,1999-05-11,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0
